iter	RMSE
343	34215.19579
344	34214.94495
345	34213.16111
346	34208.27397
347	34204.6714
348	34201.94823
349	34200.67216
350	34197.74318
351	34188.35089
352	34187.17255
353	34183.30021
354	34180.99097
355	34180.25912
356	34178.33674
357	34176.20135
358	34171.66002
359	34170.59692
360	34165.48941
361	34164.57498
362	34162.95044
363	34157.08675
364	34152.87689
365	34143.82414
366	34139.04069
367	34132.58575
368	34128.60627
369	34124.96739
370	34122.16074
371	34121.94956
372	34119.46644
373	34115.45424
374	34110.22216
375	34105.25034
376	34104.91689
377	34102.39403
378	34100.79276
379	34098.95455
380	34094.10262
381	34088.92983
382	34084.65644
383	34083.85585
384	34083.52831
385	34081.13011
386	34077.3651
387	34076.10097
388	34073.06949
389	34071.1383
390	34068.98955
391	34065.77504
392	34065.35211
393	34063.36056
394	34059.35894
395	34055.93075
396	34052.95795
397	34050.2399
398	34049.80181
399	34045.08805
400	34039.51258
401	34037.04925
402	34034.22706
403	34033.79257
404	34030.66867
405	34023.82703
406	34019.20808
407	34013.97429
408	34012.54748
409	34009.66231
410	34008.60835
411	34004.03611
412	34001.16178
413	33998.12956
414	33997.74701
415	33992.31434
416	33987.47716
417	33987.39644
418	33981.17703
419	33978.56661
420	33976.73064
421	33976.21473
422	33975.57417
423	33971.39301
424	33967.49536
425	33964.614
426	33962.08341
427	33958.91853
428	33952.99193
429	33950.40662
430	33944.78187
431	33942.15066
432	33936.72463
433	33934.93433
434	33934.43957
435	33932.40917
436	33929.5502
437	33928.88073
438	33925.27699
439	33924.0675
440	33922.06203
441	33921.70928
442	33920.73365
443	33918.32015
444	33912.35159
445	33909.66912
446	33906.53002
447	33902.59484
448	33895.39961
449	33893.03149
450	33892.54013
451	33889.77284
452	33885.78798
453	33881.14464
454	33878.66634
455	33874.59948
456	33873.20149
457	33869.353
458	33868.03351
459	33867.42434
460	33865.91114
461	33865.59344
462	33862.23461
463	33861.57487
464	33861.18428
465	33859.42163
466	33857.89184
467	33851.43482
468	33849.80252
469	33849.47607
470	33846.68623
471	33843.5272
472	33840.84507
473	33838.28997
474	33835.50077
475	33833.28959
476	33832.75562
477	33828.77402
478	33826.53572
479	33823.82577
480	33820.85315
481	33820.29502
482	33818.2447
483	33815.60667
484	33813.64156
485	33809.84076
486	33809.43708
487	33807.46718
488	33805.34555
489	33801.81343
490	33800.50215
491	33800.44123
492	33799.61755
493	33796.32385
494	33795.09873
495	33794.63893
496	33794.23754
497	33790.80072
498	33787.41937
499	33787.36484
500	33785.16497
501	33783.09151
502	33780.87241
503	33776.79738
504	33773.36296
505	33773.03409
506	33771.66719
507	33770.16531
508	33766.68692
509	33766.00054
510	33765.742
511	33762.43307
512	33762.11615
513	33761.80096
514	33760.53331
515	33756.14765
516	33755.64031
517	33753.83748
518	33750.17408
519	33746.76093
520	33746.27555
521	33741.52245
522	33740.88369
523	33740.83304
524	33740.62733
525	33739.00324
526	33735.58625
527	33731.5307
528	33731.02881
529	33730.6738
530	33729.63282
531	33729.38155
532	33727.41499
533	33725.01136
534	33724.64381
535	33720.70192
536	33718.86421
537	33718.35555
538	33717.83017
539	33716.41847
540	33716.27156
541	33714.48912
542	33714.22825
543	33713.89205
544	33707.68228
545	33707.5199
546	33704.33189
547	33701.28074
548	33700.60459
549	33695.81901
550	33694.4372
551	33689.91225
552	33687.63773
553	33682.51585
554	33679.8773
555	33677.08813
556	33676.96536
557	33672.54562
558	33670.32085
559	33667.65771
560	33664.94524
561	33659.43877
562	33659.12418
563	33659.07704
564	33658.27383
565	33658.03806
566	33657.8489
567	33656.63167
568	33656.00287
569	33655.47865
570	33654.54139
571	33654.32316
572	33652.829
573	33651.69779
574	33651.5817
575	33651.17328
576	33650.94973
577	33645.90551
578	33645.33263
579	33645.02611
580	33643.06076
581	33642.88079
582	33641.16182
583	33640.96209
584	33640.26211
585	33637.07313
586	33636.66003
587	33632.64626
588	33629.68761
589	33628.15157
590	33625.11349
591	33624.70543
592	33622.67647
593	33620.41056
594	33618.58641
595	33611.64987
596	33611.40759
597	33608.81284
598	33606.64898
599	33602.60086
600	33600.34501
601	33600.05018
602	33598.79189
603	33597.69021
604	33597.23877
605	33593.91673
606	33589.93588
607	33589.44068
608	33588.71888
609	33583.89938
610	33581.93014
611	33581.28406
612	33580.27737
613	33578.32116
614	33574.71835
615	33574.00284
616	33571.97292
617	33566.70462
618	33565.45499
619	33563.61279
620	33557.64607
621	33555.28608
622	33553.66431
623	33552.59067
624	33552.45416
625	33551.53373
626	33549.45678
627	33547.3818
628	33543.87362
629	33541.88582
630	33540.61749
631	33535.38025
632	33535.3383
633	33534.07629
634	33532.10041
635	33531.4435
636	33529.04326
637	33528.19584
638	33527.19247
639	33525.89715
640	33525.3979
641	33525.13898
642	33524.50653
643	33522.21834
644	33521.03077
645	33517.53325
646	33515.94326
647	33513.72327
648	33513.22801
649	33512.72735
650	33512.3861
651	33512.11595
652	33512.06889
653	33509.14849
654	33509.055
655	33506.29738
656	33504.68531
657	33504.30146
658	33504.17361
659	33504.02993
660	33501.92687
661	33501.363
662	33501.32684
663	33495.97775
664	33492.15288
665	33492.1201
666	33489.19035
667	33486.26616
668	33486.0032
669	33485.84959
670	33485.43477
671	33485.19598
672	33484.66646
673	33483.45052
674	33480.73425
675	33480.62448
676	33479.94369
677	33478.21528
678	33476.29847
679	33470.37377
680	33468.61531
681	33466.25896
682	33465.27772
683	33464.03106
684	33464.00053
685	33462.1432
686	33459.86485
687	33459.29646
688	33457.50375
689	33455.4023
690	33451.34281
691	33448.87218
692	33447.07115
693	33446.87694
694	33445.33253
695	33443.8342
696	33443.72928
697	33440.78536
698	33438.38509
699	33436.22835
700	33436.1061
701	33432.50725
702	33431.85087
703	33429.12302
704	33427.14302
705	33424.85463
706	33423.29007
707	33423.07185
708	33422.94172
709	33422.76146
710	33417.17415
711	33413.6761
712	33410.8878
713	33410.74494
714	33410.03926
715	33409.71903
716	33405.38988
717	33404.68667
718	33403.49743
719	33401.55819
720	33401.23117
721	33399.45749
722	33398.48758
723	33395.34579
724	33394.61698
725	33390.6226
726	33388.97235
727	33388.6522
728	33388.44981
729	33386.14626
730	33385.73437
731	33385.6844
732	33384.73258
733	33383.12554
734	33382.1586
735	33378.75572
736	33374.86475
737	33372.66839
738	33369.60807
739	33369.06863
740	33366.24334
741	33365.56906
742	33363.49388
743	33361.71824
744	33360.66976
745	33358.59725
746	33358.40927
747	33356.58352
748	33354.95134
749	33354.72441
750	33353.85698
751	33350.85019
752	33345.78419
753	33345.10559
754	33341.55264
755	33337.03381
756	33336.22631
757	33332.91127
758	33330.38604
759	33327.23918
760	33326.72235
761	33325.06236
762	33324.68817
763	33323.61953
764	33322.21879
765	33321.26642
766	33318.20535
767	33316.62749
768	33315.93918
769	33314.13349
770	33313.3259
771	33311.34617
772	33308.65511
773	33306.47817
774	33305.03978
775	33304.82497
776	33304.33283
777	33304.25121
778	33302.01432
779	33301.9342
780	33299.23463
781	33297.87386
782	33296.64764
783	33291.78949
784	33288.65046
785	33285.51489
786	33281.82038
787	33277.20644
788	33277.06517
789	33275.15388
790	33274.35959
791	33274.21251
792	33273.9509
793	33272.93282
794	33271.08757
795	33270.70422
796	33270.48792
797	33270.08639
798	33269.88523
799	33268.72155
800	33266.50176
801	33265.86447
802	33265.74398
803	33264.1332
804	33262.38443
805	33260.88345
806	33259.40552
807	33256.24514
808	33256.01812
809	33254.5057
810	33253.79183
811	33250.8124
812	33248.50752
813	33247.42869
814	33246.53093
815	33245.56817
816	33245.00185
817	33242.99827
818	33240.01618
819	33237.97093
820	33237.80164
821	33237.77783
822	33237.69108
823	33234.95329
824	33232.6668
825	33232.5035
826	33231.33923
827	33227.51502
828	33226.1509
829	33222.896
830	33220.87124
831	33220.43455
832	33220.33766
833	33218.8766
834	33218.14627
835	33217.84998
836	33214.69355
837	33211.66224
838	33210.66254
839	33209.81301
840	33209.65583
841	33207.85213
842	33207.47367
843	33206.0442
844	33204.75953
845	33200.13233
846	33198.34928
847	33196.67059
848	33196.50876
849	33196.24274
850	33194.62628
851	33193.76911
852	33191.02977
853	33190.34428
854	33187.29407
855	33184.62452
856	33181.78559
857	33180.77482
858	33180.63252
859	33178.04208
860	33177.74601
861	33174.75571
862	33174.60321
863	33173.72488
864	33170.74336
865	33169.60257
866	33166.95881
867	33166.58721
868	33166.34204
869	33163.99183
870	33163.30127
871	33162.73205
872	33160.00489
873	33159.31414
874	33158.39009
875	33154.3776
876	33153.79451
877	33152.39007
878	33152.36258
879	33151.53641
880	33149.70525
881	33147.9201
882	33147.76417
883	33146.50798
884	33146.36691
885	33145.61294
886	33142.69219
887	33142.02821
888	33139.18809
889	33139.10527
890	33137.61298
891	33136.94433
892	33136.66924
893	33135.50866
894	33135.35439
895	33134.20808
896	33133.3566
897	33130.05682
898	33129.2176
899	33129.14575
900	33128.23944
901	33126.95607
902	33126.31284
903	33124.40426
904	33122.51032
905	33122.42052
906	33122.28341
907	33121.2844
908	33119.43876
909	33118.01611
910	33116.71238
911	33112.43969
912	33111.24408
913	33110.35248
914	33109.45053
915	33108.17819
916	33107.14807
917	33107.12704
918	33104.70385
919	33101.20682
920	33098.34433
921	33098.1934
922	33096.84486
923	33096.47843
924	33094.93491
925	33091.3487
926	33091.06432
927	33091.03072
928	33089.7954
929	33088.3147
930	33087.95458
931	33085.78695
932	33084.91891
933	33084.79365
934	33083.57538
935	33082.11081
936	33079.51717
937	33079.0799
938	33078.95948
939	33077.77056
940	33075.1367
941	33073.87095
942	33073.80482
943	33072.20827
944	33071.43173
945	33070.86387
946	33069.96348
947	33068.24167
948	33064.6393
949	33063.42135
950	33063.08314
951	33063.02458
952	33061.54711
953	33059.07749
954	33057.92055
955	33055.22123
956	33048.16977
957	33048.03558
958	33047.55968
959	33047.54056
960	33044.55188
961	33041.63552
962	33039.64745
963	33038.51107
964	33037.38247
965	33035.80134
966	33035.70746
967	33033.69086
968	33032.40248
969	33029.75453
970	33028.24144
971	33027.23626
972	33025.85945
973	33022.16297
974	33020.94958
975	33020.73834
976	33018.64758
977	33017.58598
978	33017.08493
979	33016.40814
980	33016.10504
981	33014.07856
982	33012.38465
983	33010.23596
984	33008.40208
985	33006.84411
986	33006.14188
987	33001.60776
988	33000.93609
989	33000.79639
990	32999.0764
991	32997.92738
992	32997.8206
993	32996.76594
994	32994.94822
995	32991.96338
996	32991.23953
997	32990.5444
998	32988.57046
999	32987.07902
1000	32986.80187
1001	32986.27181
1002	32986.17299
1003	32985.60913
1004	32983.40274
1005	32980.27499
1006	32977.96791
1007	32976.28421
1008	32974.86215
1009	32974.75347
1010	32972.10448
1011	32971.06312
1012	32969.69668
1013	32968.92533
1014	32967.46322
1015	32967.34523
1016	32964.04709
1017	32960.37071
1018	32959.73833
1019	32956.47511
1020	32955.77132
1021	32952.11826
1022	32951.68553
1023	32950.88495
1024	32950.28485
1025	32949.88471
1026	32949.18704
1027	32947.70462
1028	32946.43927
1029	32944.59049
1030	32943.14053
1031	32941.89858
1032	32938.06015
1033	32937.74171
1034	32937.40298
1035	32935.09281
1036	32932.88535
1037	32930.99019
1038	32929.68576
1039	32929.27304
1040	32927.78444
1041	32926.32129
1042	32922.78575
1043	32922.76901
1044	32921.60142
1045	32921.27561
1046	32919.55959
1047	32919.46025
1048	32918.88295
1049	32918.3888
1050	32916.54026
1051	32915.12394
1052	32913.28539
1053	32913.17957
1054	32911.81733
1055	32910.87235
1056	32910.79295
1057	32908.61185
1058	32908.40534
1059	32907.75072
1060	32906.2491
1061	32905.13238
1062	32904.88115
1063	32904.38967
1064	32903.1831
1065	32902.59938
1066	32902.45784
1067	32900.17417
1068	32899.39726
1069	32899.38034
1070	32899.21025
1071	32897.16183
1072	32893.68704
1073	32893.61692
1074	32893.45223
1075	32892.12721
1076	32890.41386
1077	32886.3235
1078	32885.81249
1079	32884.5626
1080	32883.98935
1081	32883.41061
1082	32882.56281
1083	32878.81554
1084	32877.80131
1085	32876.96296
1086	32874.30081
1087	32873.96083
1088	32873.15759
1089	32872.57396
1090	32871.43075
1091	32869.29054
1092	32868.9778
1093	32867.99985
1094	32866.59189
1095	32865.48982
1096	32864.74868
1097	32864.54913
1098	32861.91081
1099	32861.80099
1100	32859.4348
1101	32858.10823
1102	32856.87549
1103	32856.64557
1104	32855.28565
1105	32853.11598
1106	32852.83072
1107	32852.56237
1108	32850.69967
1109	32849.45891
1110	32849.27607
1111	32847.52099
1112	32846.2913
1113	32846.09575
1114	32845.82279
1115	32844.38119
1116	32842.47944
1117	32841.30156
1118	32840.78585
1119	32839.18232
1120	32836.14691
1121	32835.07883
1122	32833.19707
1123	32832.8
1124	32831.43102
1125	32830.2418
1126	32829.23971
1127	32827.73454
1128	32827.71979
1129	32826.68161
1130	32825.03924
1131	32823.1584
1132	32821.62618
1133	32820.77235
1134	32817.50297
1135	32817.33744
1136	32816.6686
1137	32813.16352
1138	32812.39571
1139	32812.15845
1140	32811.88801
1141	32808.86445
1142	32808.71959
1143	32807.76157
1144	32807.48218
1145	32806.73806
1146	32806.01057
1147	32804.64758
1148	32804.22694
1149	32803.77386
1150	32801.24327
1151	32799.22817
1152	32797.79171
1153	32797.14365
1154	32796.30386
1155	32796.11051
1156	32794.60235
1157	32791.7679
1158	32791.23154
1159	32790.23589
1160	32789.8634
1161	32789.71379
1162	32789.12976
1163	32787.84376
1164	32786.98636
1165	32784.94804
1166	32784.76046
1167	32783.47942
1168	32782.87593
1169	32782.30184
1170	32781.55767
1171	32781.55189
1172	32780.4199
1173	32779.37488
1174	32777.82246
1175	32777.31425
1176	32773.67366
1177	32772.22639
1178	32771.67441
1179	32770.52876
1180	32768.04713
1181	32767.86602
1182	32767.79645
1183	32765.89984
1184	32762.55935
1185	32761.47175
1186	32760.22299
1187	32760.18848
1188	32759.71175
1189	32759.53197
1190	32758.15077
1191	32756.03187
1192	32755.08646
1193	32753.61074
1194	32752.65649
1195	32751.04141
1196	32747.85634
1197	32747.21421
1198	32745.94992
1199	32744.45706
1200	32743.99047
1201	32743.72636
1202	32743.03303
1203	32742.31407
1204	32742.26268
1205	32738.94365
1206	32737.92695
1207	32737.2778
1208	32736.98081
1209	32734.16173
1210	32733.87122
1211	32733.00825
1212	32732.82501
1213	32730.86333
1214	32729.92026
1215	32729.00537
1216	32728.84299
1217	32726.93723
1218	32726.89429
1219	32726.83195
1220	32725.91641
1221	32723.92996
1222	32716.01652
1223	32714.5521
1224	32712.89417
1225	32711.5351
1226	32710.4192
1227	32708.36285
1228	32706.39441
1229	32706.22707
1230	32703.73395
1231	32701.08187
1232	32700.43464
1233	32699.77948
1234	32698.69183
1235	32697.80932
1236	32696.99846
1237	32696.78897
1238	32695.10321
1239	32691.94044
1240	32689.52456
1241	32689.0289
1242	32688.80523
1243	32688.3592
1244	32687.96839
1245	32686.46203
1246	32686.35135
1247	32685.36983
1248	32684.32184
1249	32681.68212
1250	32681.19741
1251	32679.83588
1252	32678.17906
1253	32677.53702
1254	32676.72558
1255	32676.69741
1256	32672.4295
1257	32672.29557
1258	32671.35537
1259	32668.609
1260	32668.59829
1261	32668.23161
1262	32666.35055
1263	32666.15008
1264	32664.34835
1265	32660.77419
1266	32659.55055
1267	32657.42838
1268	32656.22265
1269	32655.48671
1270	32653.36445
1271	32651.72063
1272	32649.93304
1273	32649.43643
1274	32648.38208
1275	32647.53184
1276	32646.51677
1277	32645.27012
1278	32645.05103
1279	32644.11549
1280	32644.07121
1281	32639.99553
1282	32638.56548
1283	32637.7896
1284	32637.69725
1285	32635.95558
1286	32635.34207
1287	32634.22881
1288	32632.13354
1289	32631.25651
1290	32628.85551
1291	32627.79694
1292	32627.52861
1293	32627.40404
1294	32626.5854
1295	32625.05609
1296	32622.35862
1297	32622.05331
1298	32620.95124
1299	32620.03023
1300	32619.8695
1301	32618.80087
1302	32616.49194
1303	32614.76799
1304	32612.66727
1305	32612.1078
1306	32611.86412
1307	32610.41964
1308	32609.27141
1309	32608.226
1310	32608.17355
1311	32607.19358
1312	32606.99883
1313	32604.2654
1314	32602.47699
1315	32601.9329
1316	32600.7421
1317	32599.83002
1318	32599.78358
1319	32598.08295
1320	32597.00348
1321	32594.28659
1322	32592.83793
1323	32592.51613
1324	32590.92126
1325	32589.63709
1326	32589.20983
1327	32587.17474
1328	32586.32742
1329	32584.5798
1330	32582.14051
1331	32579.87488
1332	32576.54642
1333	32573.96559
1334	32572.12559
1335	32571.76685
1336	32571.71458
1337	32570.76157
1338	32570.32767
1339	32568.39432
1340	32566.41005
1341	32565.63358
1342	32565.18373
1343	32564.28133
1344	32563.21054
1345	32562.13188
1346	32561.55519
1347	32560.66505
1348	32559.68802
1349	32556.63888
1350	32555.30309
1351	32554.57966
1352	32551.98508
1353	32551.92911
1354	32549.90514
1355	32549.10603
1356	32548.28667
1357	32546.26558
1358	32545.20981
1359	32545.09102
1360	32544.07409
1361	32543.95921
1362	32542.83115
1363	32541.88676
1364	32539.85511
1365	32536.80906
1366	32534.98703
1367	32531.69526
1368	32530.71616
1369	32530.17573
1370	32527.78127
1371	32527.19908
1372	32526.85028
1373	32526.75965
1374	32524.63711
1375	32523.82078
1376	32523.72421
1377	32522.8037
1378	32522.67406
1379	32521.96636
1380	32519.85149
1381	32518.40907
1382	32517.22046
1383	32515.82294
1384	32514.2249
1385	32511.78193
1386	32510.4395
1387	32510.26685
1388	32509.96018
1389	32507.54701
1390	32506.70516
1391	32506.59202
1392	32506.52046
1393	32504.58001
1394	32502.94717
1395	32502.24547
1396	32501.50466
1397	32499.21826
1398	32499.04602
1399	32498.33093
1400	32496.57354
1401	32495.6722
1402	32495.01769
1403	32494.00719
1404	32493.89148
1405	32493.39404
1406	32491.08865
1407	32490.39278
1408	32490.12121
1409	32487.61538
1410	32486.0477
1411	32485.63229
1412	32485.26302
1413	32485.05406
1414	32484.69629
1415	32484.29598
1416	32483.34911
1417	32483.0725
1418	32481.28414
1419	32480.49856
1420	32479.4137
1421	32478.44131
1422	32476.20856
1423	32474.79319
1424	32474.58065
1425	32474.2601
1426	32472.95575
1427	32472.63306
1428	32472.34028
1429	32472.02026
1430	32470.09328
1431	32468.89921
1432	32467.77899
1433	32466.80114
1434	32465.54256
1435	32463.97
1436	32461.60263
1437	32460.76029
1438	32457.84272
1439	32457.68186
1440	32455.01719
1441	32453.74643
1442	32452.62541
1443	32450.58901
1444	32450.0736
1445	32449.22447
1446	32447.08067
1447	32445.44995
1448	32441.07962
1449	32441.03225
1450	32440.77828
1451	32440.62254
1452	32439.65978
1453	32438.65351
1454	32438.26812
1455	32438.13532
1456	32438.05696
1457	32436.50641
1458	32436.41912
1459	32435.49156
1460	32435.35851
1461	32434.90264
1462	32434.29461
1463	32433.41071
1464	32433.36644
1465	32433.06177
1466	32431.89788
1467	32431.27697
1468	32430.54079
1469	32429.81637
1470	32429.15129
1471	32427.12267
1472	32425.47708
1473	32425.31668
1474	32425.24956
1475	32423.80814
1476	32421.33393
1477	32417.66235
1478	32417.63588
1479	32416.12078
1480	32415.15905
1481	32414.01996
1482	32413.3875
1483	32410.37843
1484	32409.26488
1485	32408.00723
1486	32405.1252
1487	32403.98786
1488	32403.6265
1489	32402.52947
1490	32398.94225
1491	32397.84837
1492	32396.92757
1493	32395.2782
1494	32391.25027
1495	32388.7091
1496	32387.41014
1497	32386.80357
1498	32385.51566
1499	32384.65754
